,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
145,2012,2012,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.4,35.4,,,30.3,40.8,697.0,,,,,,Non-Hispanic Black,"(28.932040377, -81.928960539)",OWS,OWS1,Q037,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
146,2012,2012,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.6,20.6,,,17.3,24.3,1042.0,,,,,"$50,000 - $74,999",,"(32.840571122, -86.631860762)",PA,PA1,Q047,VALUE,1,Income,"$50,000 - $74,999",INC,INC5075
147,2015,2015,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.0,25.0,,,23.1,27.0,2918.0,,,High school graduate,,,,"(39.360700171, -111.587130635)",PA,PA1,Q047,VALUE,49,Education,High school graduate,EDU,EDUHSGRAD
148,2022,2022,NM,New Mexico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.0,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q036,VALUE,35,Race/Ethnicity,Other,RACE,RACEOTH
149,2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.0,39.0,,,31.1,47.5,268.0,,,,,"$25,000 - $34,999",,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Income,"$25,000 - $34,999",INC,INC2535
150,2021,2021,NY,New York,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.2,17.2,,,16.3,18.2,23183.0,,,,,,Non-Hispanic White,"(42.82700103200045, -75.54397042699964)",FV,FV1,Q019,VALUE,36,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
151,2015,2015,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.8,19.8,,,13.7,27.7,233.0,,,,,"$25,000 - $34,999",,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Income,"$25,000 - $34,999",INC,INC2535
152,2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.1,24.1,,,21.8,26.6,1839.0,,65 or older,,,,,"(44.567449424, -120.155031326)",PA,PA1,Q047,VALUE,41,Age (years),65 or older,AGEYR,AGEYR65PLUS
153,2015,2015,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.9,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(44.567449424, -120.155031326)",PA,PA1,Q046,VALUE,41,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
154,2015,2015,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.6,31.6,,,28.0,35.4,2111.0,,,Some college or technical school,,,,"(44.353130053, -100.373530637)",PA,PA1,Q046,VALUE,46,Education,Some college or technical school,EDU,EDUCOTEC
155,2016,2016,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.8,31.8,,,29.2,34.5,2557.0,,,Some college or technical school,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Education,Some college or technical school,EDU,EDUCOTEC
156,2019,2019,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.4,32.4,,,28.8,36.1,809.0,,45 - 54,,,,,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q037,VALUE,40,Age (years),45 - 54,AGEYR,AGEYR4554
157,2017,2017,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.6,,~,Data not available because sample size is insufficient.,,,,,,,,,Hispanic,"(18.335765, -64.896335)",PA,PA1,Q047,VALUE,78,Race/Ethnicity,Hispanic,RACE,RACEHIS
158,2015,2015,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,33.8,33.8,,,31.1,36.7,2070.0,,,Some college or technical school,,,,"(34.86597028, -111.763811277)",PA,PA1,Q045,VALUE,4,Education,Some college or technical school,EDU,EDUCOTEC
